GeneID	GSM5115668	GSM5115669	GSM5115670	GSM5115671	GSM5115672	GSM5115673	GSM5115674	GSM5115675
284422	1	1	2	0	854	688	560	541
105372246	2	0	0	1	0	0	0	0
83475	497	485	366	408	652	580	430	516
105372245	12	13	6	8	23	11	13	15
51343	678	713	544	603	1461	1092	848	869
126321	595	553	526	495	1177	1043	726	802
100128569	35	34	27	30	19	18	16	13
10362	1862	1727	1307	1456	1519	1265	915	971
126326	4	1	0	1	0	0	0	1
6915	1	1	2	2	3	3	2	0
404665	166	167	144	146	116	95	59	67
58509	810	854	667	718	605	444	346	346
23396	613	591	540	544	715	534	388	394
27134	310	273	192	263	93	75	45	49
9546	348	346	332	366	416	338	278	258
105372248	4	2	0	1	1	0	0	0
116541	588	580	441	443	986	828	580	623
84839	0	0	1	1	1	0	0	0
4145	2	0	0	1	0	0	0	0
23217	0	0	2	1	7	4	1	7
85300	3	0	0	0	0	0	0	0
27231	0	1	1	1	0	0	1	0
1613	967	935	790	872	1166	896	710	712
693222	5	8	5	8	4	3	2	1
1938	59279	61723	52025	54027	120732	99156	70282	68026
26812	1	2	1	3	4	2	1	0
51588	763	782	596	625	775	675	500	547
51341	610	644	583	587	1260	1035	818	767
5605	2766	2682	2311	2639	6152	5174	3723	3741
84699	1857	1710	1459	1547	915	706	443	600
51548	611	584	490	489	572	462	380	359
170961	30	37	15	37	7	1	6	3
10148	3	1	2	0	2	2	2	8
55702	476	459	356	398	438	408	258	300
56961	66	58	45	36	7	1	2	2
126259	1	0	0	1	7	7	18	15
79187	0	1	1	1	14	13	3	9
55620	752	688	573	564	986	875	650	661
84954	393	379	283	321	681	521	469	439
6455	2436	2361	2003	2128	3836	3206	2242	2220
10036	1991	2091	1583	1647	1713	1347	963	954
107985297	16	15	20	15	11	16	12	8
80700	1539	1536	1337	1381	2551	2070	1533	1653
100616371	1	0	1	0	5	0	1	2
84717	2048	2015	1648	1809	2236	1825	1520	1564
729359	144	165	134	137	193	180	125	108
440503	111	89	90	110	52	41	26	36
116844	544	522	391	418	2043	1770	1268	1330
10501	1760	1817	1598	1685	8541	7287	6022	5412
105372249	35	27	21	24	68	42	25	48
126282	1279	1268	1058	1032	1532	1284	1004	935
56005	2325	2335	1864	1803	4277	3614	2798	2978
91039	2072	2191	1821	1859	2233	1869	1321	1287
100131094	126	124	117	116	133	107	73	70
105372250	0	0	0	0	1	0	1	1
7197	0	1	0	0	0	0	0	1
100189416	0	0	0	0	0	0	1	0
284424	0	0	1	0	0	0	0	0
407045	0	0	0	0	0	0	0	0
55527	793	852	701	721	729	624	446	411
148022	213	228	169	169	184	178	114	99
10226	1718	1674	1379	1528	4902	4001	2821	2627
645432	4	6	1	1	3	1	0	2
29128	899	961	722	772	1384	1224	948	876
100616337	0	0	0	0	0	0	0	0
23030	681	737	597	628	1249	999	754	804
5802	5	14	11	2	1573	1244	1117	1046
105372253	0	0	0	0	1	0	1	1
105372252	1	1	0	0	3	1	0	0
148066	0	0	0	0	0	0	0	0
257000	5	7	2	6	4	1	2	3
9667	2602	2779	2006	2229	1867	1575	1268	1249
6294	3715	3969	2905	3234	3246	2552	2145	2178
107985320	16	13	10	11	8	6	6	7
125988	480	497	357	377	1058	825	604	665
374875	52	40	36	42	46	33	25	46
25873	9551	9430	6925	6793	12254	10207	7961	8656
9361	4001	4052	3243	3570	5075	4218	3385	3348
257062	5	4	6	2	2	6	2	4
163154	66	83	63	75	62	59	54	41
56931	523	513	455	499	855	698	536	567
4902	62	49	51	28	297	250	204	188
2528	29	22	20	25	560	460	412	357
2525	76	72	89	74	45	52	37	29
101928844	9	4	5	8	3	0	0	0
2527	10	9	11	9	51	41	35	32
126328	3039	2783	2195	2160	4710	4007	3065	3285
400673	31	40	26	33	82	66	55	42
828	67	58	44	50	298	277	204	192
8498	1365	1419	1077	1137	2105	1699	1240	1334
100128568	3	2	5	2	3	0	2	0
5990	166	183	138	117	21	13	6	11
105372255	3	1	0	0	0	0	0	0
81616	18	15	4	6	5	0	1	1
4298	1136	1127	872	961	1854	1558	1179	1176
125981	0	0	0	0	0	0	0	0
8192	829	811	625	708	1561	1292	975	1040
84266	779	645	605	667	1117	997	757	774
5623	11	16	21	21	12	7	8	13
2962	1904	1885	1495	1652	2949	2374	1832	1863
102465533	0	0	0	1	0	0	0	0
102465473	0	0	0	0	0	0	0	0
390877	1	3	1	1	4	3	3	1
8570	9045	9717	7811	8239	7107	6030	4419	4319
100500888	161	145	117	164	120	103	58	62
284427	7	9	5	5	17	22	11	19
79085	2168	2192	1701	1807	1206	948	658	735
92359	274	251	202	215	497	425	274	303
79958	327	386	263	290	313	251	195	186
10382	553	506	403	399	500	405	339	332
8744	113	153	125	82	63	59	51	48
970	2	3	0	0	0	2	3	1
8740	5	10	10	11	174	137	135	121
718	30027	30627	24905	26434	193219	155974	104921	112692
56927	1792	1820	1476	1491	1245	948	703	676
102465474	3	0	1	2	1	2	1	0
9322	1522	1586	1216	1229	1615	1410	1000	1104
107985302	7	11	11	6	10	5	5	4
10045	31	47	22	30	84	70	39	50
7409	2	0	2	0	1	0	0	1
2015	0	2	0	0	0	0	1	1
105372256	0	0	0	0	0	0	0	0
326342	1	0	0	2	1	0	0	0
497049	0	1	0	0	0	0	0	0
112268245	1	1	0	0	0	0	0	0
729458	0	0	1	0	0	0	0	0
284428	0	0	0	0	0	0	0	0
653656	0	0	0	0	0	0	0	0
125997	0	0	1	0	0	0	0	0
653657	0	0	0	0	0	0	0	0
79230	178	232	143	158	150	99	68	65
3643	1693	2102	1515	1566	1763	1402	1072	1060
23370	1496	1523	1308	1417	1154	962	692	619
107985284	1	0	1	0	0	0	1	0
92960	2	5	5	4	3	5	2	1
374877	1	0	0	0	0	0	1	1
105372261	2	5	5	1	2	1	4	2
140467	748	690	577	681	833	718	597	570
57192	515	465	445	432	290	231	187	183
10908	1502	1518	1338	1527	1649	1436	983	1000
57662	1462	1422	1105	1309	1610	1319	1022	1095
102465475	2	1	2	1	1	0	1	0
56949	1177	1175	876	987	1213	977	719	799
100131801	960	1044	622	570	807	685	583	599
126006	23	20	16	16	14	18	15	20
6813	1031	1141	914	842	1889	1561	1236	1354
56729	0	0	0	0	0	0	0	0
199675	0	0	0	0	0	0	0	1
126003	634	597	495	496	1192	936	718	798
2208	2	2	0	0	1	0	1	1
105372262	0	1	0	1	0	0	1	1
339390	0	0	0	0	0	0	0	1
30835	0	0	0	2	3	3	2	1
10332	0	0	1	1	0	0	0	0
105372263	2	1	1	3	1	0	1	0
440508	2	2	6	7	4	2	3	4
115704	278	247	248	265	218	206	132	139
80164	45	23	29	21	104	92	64	51
388499	146	137	124	120	146	118	92	100
80131	159	181	165	144	423	417	249	265
5609	1317	1437	1115	1120	1052	851	711	695
100507588	68	48	41	51	36	39	33	30
6618	270	278	220	200	405	357	306	291
404217	103	74	77	79	123	139	104	106
10469	1692	1692	1274	1462	1545	1220	920	925
1994	2446	2758	2121	1944	2421	2254	1691	1575
105372266	6	8	7	7	7	4	4	6
6370	0	2	0	0	0	0	1	1
84467	14	20	17	8	2	9	10	10
79603	627	601	483	503	1436	1321	951	986
107985282	0	2	2	3	3	3	2	2
51293	1331	1184	1009	1091	2968	2635	1874	1989
4701	1055	1008	730	706	957	764	621	627
6234	3220	3533	2393	2320	4101	3239	2821	2991
256949	17	19	16	19	19	11	13	12
51129	22	19	24	26	499	432	406	399
100507567	83	77	54	56	184	133	107	115
100847049	0	1	0	2	0	0	0	0
9230	1680	1598	1379	1380	1644	1394	1066	1130
51257	220	215	172	166	370	318	242	217
4670	9187	9856	6692	6762	8745	7469	6104	6133
84106	6	2	0	0	1	0	1	1
84330	157	147	137	135	181	132	105	143
4542	33	36	26	29	6	5	3	5
81794	19	6	7	8	5	1	2	2
105372267	0	0	0	0	0	0	0	0
107983991	1	0	0	1	0	0	0	0
284382	0	0	0	0	0	0	0	1
284383	0	0	0	0	0	0	1	0
148156	194	202	148	144	289	262	149	160
85509	0	0	0	0	0	0	0	0
94025	10	6	0	1	0	1	1	4
125963	0	0	0	0	0	0	0	0
390882	0	0	0	0	0	0	0	0
125962	0	0	0	0	0	0	0	0
390883	0	1	1	0	0	0	0	0
57693	871	987	770	770	1066	826	492	537
162998	0	0	1	0	1	3	1	3
125958	0	1	0	0	0	0	0	0
26648	0	1	0	0	0	0	0	0
374879	73	64	64	39	38	33	16	18
84527	260	352	227	219	78	84	41	64
100529215	36	48	32	28	12	12	9	8
7730	30	42	29	24	10	9	8	8
112268250	0	0	0	1	0	0	1	0
10781	332	325	244	239	750	580	484	508
105372269	3	3	0	4	1	0	3	1
147741	2	1	0	0	0	0	1	0
105372268	0	4	3	1	0	1	0	0
79088	193	263	227	228	359	252	208	155
101928238	11	10	7	12	6	3	4	4
7675	624	801	616	550	791	634	689	607
105376914	0	0	0	0	0	0	0	0
93134	592	690	482	478	991	934	559	559
284385	83	93	58	60	108	88	60	68
54811	502	606	476	442	646	568	494	434
729648	18	19	19	11	23	24	11	12
105372270	0	1	0	0	0	0	0	0
162993	30	34	15	25	57	49	32	34
100505555	0	0	0	1	0	0	0	0
54850	876	824	637	709	835	712	500	528
59286	3567	3487	2474	2241	4960	4388	3448	3644
100996288	3	3	3	3	0	2	0	0
5300	1363	1252	968	924	1220	1043	794	846
93145	276	298	279	275	1	3	2	7
50509	26	23	9	16	3	1	3	2
50700	0	0	1	0	0	0	0	0
100847093	0	0	0	0	0	0	0	0
388503	13	10	12	11	0	0	0	1
55337	798	774	606	657	545	423	324	347
83854	106	108	91	105	74	56	58	54
56342	809	740	569	682	748	607	520	555
692312	833	765	598	668	871	744	622	629
692229	0	1	1	0	0	1	0	2
100113382	1	2	0	0	0	0	1	1
5032	374	321	271	287	390	342	297	290
8666	3528	3394	2564	2565	4219	3585	2654	2838
1786	4595	4829	3964	4099	3507	2879	1839	1874
9294	85	88	65	77	14	15	12	21
100422925	0	0	0	0	0	0	0	0
51073	1560	1389	1136	1244	2253	1813	1366	1489
105372272	0	0	3	1	1	1	1	2
3383	2468	2394	2196	2133	4226	3660	2468	2543
3386	31	33	19	28	117	94	47	65
7087	37	55	36	38	26	17	11	19
100125288	31	36	39	35	27	26	29	22
112812	301	306	243	255	320	235	214	220
125950	1772	1732	1431	1511	2204	1946	1477	1470
3385	652	592	488	463	453	378	269	261
7297	1970	1840	1425	1549	1592	1327	967	1004
11140	4117	4178	2998	3185	5888	4827	3569	3881
100302213	4	22	9	7	23	11	8	6
5141	166	163	141	141	125	91	61	65
9817	1812	1756	1405	1502	2316	1955	1438	1384
53637	11	14	11	19	0	1	2	3
84971	267	273	224	265	603	480	376	371
100302226	0	0	1	0	0	0	0	0
65095	1341	1259	975	1152	777	595	527	510
1032	134	137	78	111	132	111	93	108
10053	2450	2576	1963	1960	299	260	208	207
57153	658	659	496	499	27	34	23	26
147727	377	358	286	300	236	206	190	143
3609	10546	11398	8410	8859	9706	8009	5759	6048
81890	763	714	560	601	865	763	648	649
1785	3532	3584	2996	3159	5664	4713	3090	3138
693223	0	0	0	0	0	1	0	1
100616425	0	0	0	0	0	0	0	0
406976	0	0	0	0	0	0	0	0
102466737	0	0	0	0	0	0	0	0
11018	680	668	564	600	942	815	614	606
255809	6	11	6	7	0	0	3	2
10498	1400	1537	1272	1202	2925	2431	1775	1804
78992	1053	1051	823	832	1627	1354	1075	1071
90580	353	282	283	292	404	300	254	245
6597	4695	5072	3983	4450	4002	3143	2474	2443
115271120	10	21	14	14	25	21	10	10
3949	2791	2856	2515	2506	4467	3780	2524	2607
102465534	0	1	1	0	0	0	0	0
147841	587	602	442	450	567	442	444	421
25959	894	984	779	785	931	753	501	471
57572	701	676	570	584	1129	934	784	835
105372273	7	1	1	5	4	3	10	5
55908	129	99	57	72	2180	1665	1805	2037
26526	2	3	0	0	0	0	0	0
105372274	0	0	0	0	0	0	0	0
9545	703	837	635	609	344	255	275	204
374882	1703	1701	1279	1286	1056	966	770	814
126075	241	222	194	188	60	37	48	28
64748	453	476	361	391	179	162	139	126
126074	45	47	25	36	102	70	63	61
2057	267	263	177	218	126	100	71	90
57139	275	275	198	214	192	165	132	147
115948	13	30	13	20	37	13	14	7
5589	8200	8276	6301	6722	13126	10815	8297	8530
1995	6	8	3	2	6	7	7	4
115950	113	113	89	112	172	129	111	98
102465856	0	0	0	0	1	0	0	1
51295	976	860	764	826	1500	1267	898	895
1264	6	7	1	6	1	3	1	1
84337	720	671	467	514	897	736	619	582
54	3	3	2	2	185	135	112	135
199692	374	424	317	304	351	343	232	205
664709	4245	4609	3052	3033	6514	5501	4455	4543
401898	36	50	30	34	16	12	14	22
55552	387	388	283	312	436	346	237	227
126068	108	105	104	94	232	196	113	125
126069	17	29	15	6	17	10	14	8
126070	204	281	212	190	202	178	114	122
90594	92	105	61	49	78	53	41	57
7620	290	332	299	311	175	167	90	99
90592	438	523	332	359	348	316	264	257
284390	24	29	18	17	8	5	8	8
101928464	40	67	46	37	5	5	4	4
163059	50	50	35	40	99	91	57	59
729747	15	22	19	19	29	21	21	15
284391	195	245	180	184	4	7	6	4
388507	79	85	68	44	94	76	58	39
105372275	5	7	6	8	11	12	6	2
100529855	72	76	52	56	115	107	71	62
7568	63	62	48	47	104	100	61	57
90589	39	53	36	26	38	30	21	25
7695	117	147	102	83	136	111	88	70
100289333	0	1	0	1	0	1	1	0
107984139	2	5	3	6	3	3	2	0
51710	504	594	421	431	510	457	358	368
147837	275	294	204	202	530	440	312	366
79973	81	68	65	51	69	63	40	35
90576	280	287	223	218	371	293	189	203
10224	178	214	149	160	336	245	172	190
163051	34	52	35	27	56	60	35	61
163050	267	289	195	204	219	179	144	152
105372278	2	2	1	1	1	2	1	0
57474	117	163	119	121	88	86	63	44
163049	429	540	385	406	525	443	334	266
105372279	18	31	20	17	24	23	22	18
4125	2402	2459	2015	2051	2816	2389	1612	1727
84292	441	490	340	316	478	440	319	345
51398	1478	1331	979	969	1708	1562	1215	1281
1725	1373	1351	994	1082	1208	1015	726	843
105372280	4	1	1	1	4	1	0	0
84261	196	196	145	138	368	292	241	246
30000	3048	3246	2373	2463	2021	1793	1359	1291
106633804	2	3	0	1	1	0	0	0
26810	0	2	0	1	2	0	0	2
79002	4010	3849	2791	2952	4964	4487	3318	3506
439	1558	1541	1335	1337	2583	2038	1360	1444
54831	3	2	1	2	2	0	0	1
29911	341	346	273	325	312	252	211	215
100847071	0	0	0	0	0	0	0	0
3726	408	398	323	306	1242	1101	1050	1008
7001	7012	6294	4716	4784	9241	7787	5913	6279
10535	1137	1072	807	755	1401	1191	899	901
83546	10	4	5	7	10	8	9	8
105372281	1	0	0	0	2	3	1	1
22983	185	185	139	150	80	56	58	75
102466196	0	1	0	0	0	0	0	0
1777	731	756	650	606	901	763	507	566
10661	1	0	1	0	1	0	0	2
2639	1390	1343	940	1002	771	672	487	514
256126	52	46	41	41	23	20	19	20
100847016	0	0	0	0	1	0	0	1
2193	2017	2078	1593	1709	2658	2185	1587	1666
106144598	26	19	18	16	35	27	21	25
811	27249	27834	20498	21160	48549	40076	29949	29816
102466659	0	1	1	2	0	0	0	0
5886	3111	3040	2359	2551	2664	2199	1663	1714
90480	2382	2097	1655	1790	2930	2459	1903	2111
199699	8	3	3	6	2	0	2	4
4784	144	161	120	165	916	757	466	495
107985286	0	0	0	0	0	0	1	0
4066	40	48	39	45	217	173	172	146
105372282	224	193	163	178	243	202	193	162
55621	1274	1244	1014	1090	1556	1270	963	986
112939	1804	2085	1807	1775	2359	1903	1489	1297
8677	1427	1295	1014	1069	1510	1214	935	1086
9592	1210	1207	900	962	1143	950	872	851
107985288	0	0	0	0	0	0	0	0
773	6	2	5	2	1	0	6	4
105372283	0	1	0	0	0	0	0	1
107985287	0	0	0	0	0	0	0	1
105372284	1	0	2	0	0	0	1	0
81576	548	496	375	442	485	415	327	314
84245	435	526	417	385	494	419	351	330
28974	1696	1507	1221	1306	2576	2133	1480	1636
65249	124	122	111	99	47	48	48	56
107985334	1	1	1	3	3	1	1	2
284454	34	58	23	25	44	37	50	56
407013	0	0	1	1	0	0	0	1
407018	0	0	0	0	0	0	0	0
407010	0	1	0	0	1	0	0	0
342977	3	4	0	3	2	7	2	10
406957	0	1	0	0	1	0	1	0
574457	0	0	0	0	0	0	0	0
79173	9	7	8	3	12	8	5	4
54862	466	437	317	373	884	737	556	552
79883	4	6	3	2	2	3	4	4
90379	791	778	662	635	612	498	358	382
5989	248	258	197	255	309	262	202	202
107985309	1	0	0	0	0	1	0	1
117579	1	1	0	0	1	1	1	0
9466	263	235	261	244	241	215	158	142
342979	97	83	91	90	344	194	190	176
113230	56	51	30	38	297	239	184	214
102466515	3	0	2	1	6	7	5	4
646457	1	6	3	1	10	5	7	7
90378	905	1070	857	861	1477	1275	1089	996
5566	1402	1538	1230	1329	2006	1633	1268	1195
55723	1243	1236	980	918	779	693	475	482
100507373	61	62	65	44	22	13	10	8
22859	324	358	272	351	132	117	85	90
105372288	0	5	0	0	0	0	0	0
101928845	3	0	1	2	0	0	0	0
976	593	616	485	500	287	282	210	210
10212	2886	2840	2351	2318	2333	1963	1367	1378
5585	2002	1944	1828	1905	3646	2990	2294	2223
5731	0	2	1	0	6	4	4	3
10755	2221	2030	1806	1888	2886	2460	1693	1784
3337	3362	3811	2809	2851	8334	7228	4565	4689
9524	2773	2869	2249	2236	3718	3174	2324	2459
693224	1	3	2	1	3	2	1	1
112268253	3	1	2	2	1	0	4	2
4713	1412	1368	983	1041	2611	2104	1453	1584
388512	2	1	1	2	1	0	1	0
84658	2	2	1	1	1	0	0	1
106635534	446	469	361	351	461	505	328	346
107985308	0	0	0	0	0	0	0	0
84449	150	166	111	126	103	81	65	63
30817	42	46	31	39	23	25	11	14
26664	1	0	0	0	0	0	0	0
26659	2	0	0	1	0	0	0	0
390892	0	0	0	0	0	0	0	0
26333	0	1	1	0	0	0	0	1
26658	0	0	0	0	0	0	0	0
6511	2	2	1	0	2	0	1	1
126402	1	0	0	0	0	0	0	0
23581	2	0	0	0	0	0	0	2
126370	0	2	0	0	0	0	0	1
85360	85	68	60	70	376	282	243	240
10994	769	725	585	637	2248	1917	1510	1548
4854	111	109	84	111	0	7	1	4
102465476	0	0	0	0	0	0	0	0
79852	2	4	6	2	0	2	1	3
23476	2422	2896	2321	2444	2105	1721	1371	1240
10270	1154	1243	848	906	1038	890	657	704
26993	1677	1574	1217	1310	1474	1222	908	1039
58525	1076	1078	834	922	850	739	521	524
100302127	0	0	0	0	0	0	0	0
64926	1	5	0	0	0	0	0	1
114770	5	14	7	6	13	8	7	5
126410	1	0	1	0	0	0	0	0
11283	4	5	2	1	1	1	2	2
4051	882	1094	792	709	553	467	395	394
66002	1122	1135	873	792	625	497	402	386
26538	0	0	0	0	0	0	0	0
26532	1	0	0	1	0	0	0	0
388514	30	36	26	22	26	17	9	12
284433	0	0	0	1	0	0	0	0
26539	1	0	0	1	0	0	0	2
105372290	17	18	13	16	0	1	1	0
652995	1965	2085	1998	2003	74	72	28	37
102724279	0	0	0	0	0	0	0	0
105369202	0	0	0	0	0	0	0	1
8529	43	48	29	30	98	59	69	62
57834	1	4	3	2	320	273	172	195
126541	0	0	0	1	0	0	0	0
105372291	0	0	0	0	0	0	0	0
126536	2	3	1	1	0	1	1	3
148231	1	0	0	0	0	0	0	0
105372292	0	0	0	0	0	0	0	0
7171	5578	6081	5202	4980	13353	11351	7367	7754
4218	1611	1752	1366	1322	1778	1512	1112	1067
84941	12	7	9	10	36	28	17	32
117286	0	1	0	0	0	1	0	0
26017	1922	1987	1463	1383	2355	1831	1284	1374
8907	2442	2300	1918	1901	2924	2430	1711	1803
10365	293	298	216	271	2	3	0	1
58513	819	796	668	663	863	720	529	532
125972	5	13	11	5	0	2	1	1
84167	507	491	389	394	474	380	327	328
10523	1916	1940	1574	1738	1398	1102	821	849
79939	781	848	715	709	1854	1565	1230	1125
105372295	15	10	9	8	24	9	8	11
9441	289	291	237	261	303	273	198	182
105372296	7	8	6	10	9	3	3	0
79086	1168	1344	891	882	1211	1079	792	891
79041	114	96	99	91	161	135	79	79
284434	4	3	1	1	0	1	1	2
23309	873	947	693	690	787	704	502	519
9002	0	1	0	0	0	0	0	0
27151	4	7	6	3	5	9	8	6
93323	576	542	432	406	385	331	214	206
4650	2329	2490	1980	2169	1548	1215	819	814
109623483	0	0	0	0	0	0	0	0
55850	360	290	216	241	372	337	232	243
79629	416	404	257	335	505	447	349	397
2063	3260	3071	2596	2816	3643	3205	2461	2363
83878	5	3	2	5	22	11	8	11
29086	2101	2015	1497	1567	1966	1740	1239	1262
126549	99	93	45	53	11	11	11	21
79575	449	402	338	422	589	489	352	354
64981	1258	1267	918	953	1818	1659	1111	1207
79016	1178	1217	1067	1023	1056	861	665	683
57719	412	466	304	405	464	331	243	272
84705	871	917	657	733	970	796	581	602
83483	0	2	1	0	0	0	1	2
105372298	0	0	0	1	0	0	0	0
110806280	1	0	0	0	2	0	1	0
684	2	3	1	0	2810	2294	2005	2185
105221694	0	3	1	3	277	220	164	173
93343	502	452	408	371	878	775	506	561
100130519	5	2	6	3	49	34	25	32
115861	0	0	0	0	0	0	0	0
376497	17	4	9	5	176	151	111	149
100507551	34	31	24	22	70	64	46	45
25796	753	676	577	608	1457	1325	974	1062
199786	39	39	26	34	71	71	36	45
79709	2291	2598	2046	2054	4850	4166	3289	3181
23025	6	3	0	1	22	16	12	14
55201	399	397	333	368	563	436	346	350
23149	2	6	0	1	71	38	40	39
10331	1	1	1	0	221	193	145	156
3640	0	0	0	0	1	0	0	1
3718	2	3	5	0	367	324	328	295
6142	10092	9368	7273	7154	17608	15143	12153	12771
26780	8	13	8	10	10	9	6	7
6528	3	2	2	3	0	0	0	3
115098	1604	1398	1110	1240	1677	1387	1048	1190
3780	1	1	0	1	7	0	1	1
27106	10	7	4	9	310	235	229	215
3594	1	2	1	0	9	2	6	3
23031	345	390	306	326	531	465	318	371
5296	3332	3427	2754	3118	3703	2939	1994	1946
10437	1426	1432	1054	1066	1833	1575	1031	1099
84769	593	516	506	466	349	352	234	219
5864	83	85	72	58	63	48	31	46
102725254	7	3	3	1	0	0	1	0
5143	17	13	15	15	149	115	140	148
729966	0	0	0	0	0	1	0	0
80726	5	11	4	8	1	2	3	2
3727	2490	2618	2254	2411	5475	4736	4123	3884
100422833	0	0	0	1	0	0	0	0
25804	4612	4545	3498	3550	3038	2606	1991	1953
105372300	7	1	2	2	7	6	5	7
54858	1264	1585	1323	1260	1550	1279	1263	1078
9518	507	487	464	439	20957	18445	14170	15248
100422943	2	1	3	5	10	6	3	2
126364	2	3	2	1	42	37	36	26
170463	853	742	666	661	1282	1062	834	857
51477	104	111	89	106	1654	1480	1055	1084
8178	338	365	277	276	657	518	468	467
23770	3357	3190	2695	2807	5737	4746	3717	3830
79036	1495	1486	1135	1133	1845	1495	1076	1265
7311	11279	10634	8095	7725	16052	13147	10346	11282
55049	1053	901	743	825	347	276	214	255
9244	19	14	19	15	9492	8008	6342	6613
25789	4	4	1	2	368	208	225	253
55295	2	2	0	0	166	151	131	107
23373	380	358	311	323	472	329	268	276
1311	1	3	1	0	4	2	1	1
107985321	1	2	0	0	0	1	0	1
5976	5222	5285	4187	4478	3914	3093	2153	2221
10715	149	153	139	126	102	89	99	78
2657	77	75	69	68	38	33	27	28
11316	5240	5042	3919	3944	5354	4419	3118	3402
54555	2038	1912	1576	1680	1432	1154	849	853
9454	507	439	389	401	497	419	289	370
102724360	2	0	4	1	1	1	0	1
107985268	5	2	0	0	0	0	0	0
10147	4497	4982	3741	3996	2479	2193	1343	1449
93436	2121	1866	1731	1727	1243	1062	768	686
284439	1150	1096	900	869	1115	938	666	706
54929	1659	1524	1235	1293	1110	989	780	772
4207	216	229	168	178	115	96	70	68
100271849	89	88	70	88	30	29	21	21
729991	603	607	448	438	328	241	174	202
8625	1032	1012	811	771	766	626	469	511
126382	933	905	702	697	647	484	413	433
1463	3	3	0	0	0	0	2	0
404037	96	97	70	69	5	0	4	3
53345	291	262	187	179	18	20	28	21
57794	1502	1380	1109	1069	803	644	495	535
23383	1763	1875	1337	1456	972	863	546	585
54815	2077	2500	1967	1988	1774	1482	1319	1154
693225	0	0	0	0	0	0	0	0
83983	57	65	58	55	43	47	30	32
51079	5171	4891	3597	3676	5043	4143	3295	3459
374887	273	254	210	244	99	90	59	67
148113	6	6	4	6	1	0	2	0
80714	3	1	0	1	0	0	0	0
9170	49	44	34	34	25	19	26	31
51291	449	439	339	384	214	178	140	124
57130	2361	2433	2005	2130	1995	1590	1254	1238
94039	268	320	252	268	387	312	269	259
7561	194	241	178	193	151	137	64	104
101060187	0	0	1	1	0	1	0	0
284440	42	46	55	31	14	12	8	13
112267872	27	31	20	21	17	8	11	13
7608	14	15	13	9	10	8	6	4
440515	476	607	401	373	15	13	11	15
56242	530	559	421	406	232	222	118	104
81931	777	790	633	580	82	68	41	51
91120	197	253	149	119	40	29	26	20
105372308	22	22	14	11	5	7	6	1
105372309	0	1	0	0	0	0	0	0
7643	1726	2196	1309	1207	2584	2041	1644	1751
105372310	81	122	78	83	2	3	4	2
90649	50	60	50	47	77	72	40	41
105372311	1	2	1	2	0	0	0	0
102724427	1	2	0	0	0	0	0	0
105372314	1	0	0	1	0	0	0	0
664701	2	5	3	3	0	0	1	0
100302179	0	0	0	0	0	0	0	1
105372317	2	0	0	2	1	1	1	1
105372316	0	1	0	0	0	0	0	0
100129842	217	236	203	216	89	88	40	63
105372318	2	1	1	0	1	0	0	0
199777	156	175	133	112	127	89	68	81
105372319	5	1	5	5	8	6	8	14
7617	26	37	30	35	34	31	15	13
7639	214	245	193	170	60	31	30	27
112268247	2	0	0	0	0	0	0	0
80264	392	491	331	344	265	207	143	105
148206	1114	1415	1012	936	365	310	200	176
170959	667	849	655	618	446	370	224	200
7562	353	440	317	258	164	125	71	92
148203	354	393	292	246	111	96	61	45
284443	276	319	256	195	106	112	63	69
105372321	1	0	0	0	0	0	1	0
400680	2	0	2	2	0	0	1	1
353088	246	320	235	215	61	63	44	41
101929007	29	28	20	13	1	1	4	1
105372323	1	0	3	2	0	0	1	0
400682	6	5	4	4	2	1	1	1
163227	416	503	330	304	145	134	90	85
641367	25	49	23	17	32	39	21	19
7594	494	552	422	394	90	90	61	52
105372324	0	0	0	0	0	0	0	0
105372326	2	0	0	0	0	0	0	0
112268249	1	1	0	1	0	1	0	1
105372325	0	0	0	0	0	0	0	0
7757	12	13	9	10	4	0	5	2
112268248	2	6	1	3	0	1	0	1
113835	149	196	157	108	24	37	11	17
163223	4	6	4	2	3	0	1	1
105372328	0	0	1	0	0	0	1	0
107985324	0	0	0	0	0	0	0	0
100287226	4	3	2	3	0	1	0	2
105372330	1	0	0	0	0	0	0	0
148198	9	10	8	10	2	4	2	2
105376917	0	0	0	0	0	0	0	0
101929124	3	4	1	1	0	0	3	5
100128139	1	0	0	0	0	0	0	0
105372331	0	0	0	0	0	0	0	1
440518	1	0	1	1	0	0	0	0
100996349	0	0	0	0	0	0	0	0
374890	0	0	0	0	0	0	1	0
57615	6	9	5	6	2	3	1	2
7652	4	3	2	5	5	1	2	2
646864	6	9	6	5	3	3	1	2
105372332	0	0	0	0	0	0	0	0
388523	8	7	5	4	1	1	0	0
101929164	0	0	0	0	0	0	0	0
101929144	1	0	0	0	2	0	0	0
100129543	51	65	32	42	10	5	3	4
440519	163	174	139	150	98	74	33	40
100132815	409	484	382	313	185	160	124	121
7644	1312	1597	1147	1061	488	413	277	295
107985285	13	19	19	14	4	2	3	2
104472717	173	202	160	109	1	0	0	2
105372335	1	2	1	0	0	0	1	1
105372334	0	0	0	1	0	0	0	0
105372337	2	0	1	1	0	0	0	1
105372338	0	1	0	0	0	0	0	0
105372339	0	0	0	0	0	0	0	0
171392	339	391	273	268	175	125	78	82
