gene_symbol	OFO1003B1	OFO1003B2	OFO1003O1	OFO1003O2	OFO1003V1	OFO1003V2	OFO1004B1	OFO1004B2	OFO1004O1	OFO1004O2	OFO1004V1	OFO1004V2	OFO1005B1	OFO1005B2	OFO1005O1	OFO1005O2	OFO1005V1	OFO1005V2
NRARP	243	209	262	253	324	321	761	717	561	667	667	535	203	171	503	466	491	368
EXD3	367	334	453	533	576	610	284	304	225	313	378	306	448	442	120	136	249	195
NOXA1	101	92	34	27	51	37	74	71	29	46	42	23	55	47	34	33	66	42
ENTPD8	15	9	10	10	10	12	18	20	1	3	6	7	3	2	11	9	4	1
NSMF	2581	2317	4152	3825	4958	5182	1521	1420	1613	1788	2504	1908	3519	3571	586	674	1494	1198
MIR7114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PNPLA7	84	85	66	96	94	117	68	80	40	45	76	46	43	48	21	18	40	22
MRPL41	886	917	893	987	1010	900	1167	1091	860	1019	922	650	1128	1135	1238	1557	1392	1040
DPH7	485	464	449	464	617	649	525	437	401	569	544	434	542	492	379	448	439	327
ZMYND19	446	425	577	534	765	733	507	439	542	530	609	472	637	553	571	537	581	485
ARRDC1	404	396	239	256	303	348	312	281	209	285	244	221	283	298	169	248	303	228
C9orf37	402	333	300	349	385	351	531	489	347	392	414	304	391	370	272	310	328	285
EHMT1	1552	1568	928	1081	1335	1360	1507	1618	1386	1760	1255	1086	1065	1042	1164	1336	1303	1210
EHMT1-IT1	2	1	4	4	4	3	3	0	0	0	5	0	5	4	2	1	2	1
MIR602	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	2	0
CACNA1B	788	883	374	403	692	787	371	434	431	526	527	378	706	701	194	260	441	380
TUBBP5	52	58	32	36	30	30	35	25	34	46	48	31	17	21	79	83	95	71
FAM157B	1	9	1	2	3	2	5	0	0	3	5	2	3	3	2	1	2	0
FLJ43315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM230C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100288966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100233156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC389834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC283788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100507412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA45S5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5-8S5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUX4L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLCXD1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GTPBP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP2R3B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHOX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRLF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSF2RA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL3RA	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SLC25A6	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ASMTL-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASMTL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2RY8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP17A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASMT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHRSX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBED1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD99P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD99	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
XG	1	2	0	0	2	1	1	1	0	4	3	4	0	1	9	8	3	10
XGY2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GYG2	344	347	174	190	191	177	373	393	335	428	254	204	267	282	300	317	457	359
ARSD	366	378	120	87	101	117	192	181	127	174	101	79	252	273	115	86	142	125
ARSE	65	61	10	13	5	8	100	75	45	53	82	58	18	7	251	184	199	173
ARSH	0	0	0	0	7	1	0	0	0	1	0	0	0	0	0	0	0	0
ARSF	1	2	2	1	1	2	0	2	0	1	0	0	4	0	2	2	2	1
CXorf28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MXRA5	288	290	57	50	45	29	193	210	61	105	73	67	88	80	263	259	232	194
PRKX	765	755	720	703	799	813	779	813	763	924	641	515	750	724	729	784	814	733
PRKX-AS1	0	0	0	0	0	0	1	0	3	0	3	0	0	1	3	0	0	0
LOC389906	115	107	135	149	200	218	97	89	50	108	118	93	136	150	107	106	147	138
LOC101928201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NLGN4X	553	564	347	353	444	455	566	674	592	811	606	476	456	486	453	453	629	541
MIR4770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VCX3A	0	1	0	0	0	0	4	6	1	1	3	2	1	1	8	7	12	8
HDHD1	310	283	185	179	194	161	369	361	282	328	268	209	223	255	372	370	395	329
MIR4767	7	4	0	0	1	1	1	1	2	2	1	1	0	2	0	0	1	0
STS	173	167	40	44	90	64	146	126	94	130	50	37	103	125	102	103	127	83
VCX	1	1	1	0	1	0	10	5	2	1	5	4	0	1	1	5	7	8
PNPLA4	150	120	67	61	54	51	177	159	118	170	86	74	160	130	252	251	324	275
MIR651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VCX2	0	0	0	0	0	0	0	4	4	0	2	1	0	0	8	11	8	10
VCX3B	0	0	1	0	0	0	3	2	11	5	4	2	0	0	2	4	3	8
KAL1	381	401	91	77	104	108	342	318	319	363	219	162	268	245	331	296	422	392
FAM9A	3	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0
FAM9B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1
TBL1X	731	704	447	435	506	519	720	757	641	818	660	527	637	574	478	483	667	559
GPR143	43	45	2	14	10	9	12	20	19	50	19	12	18	15	64	88	91	56
SHROOM2	670	642	179	217	249	271	555	623	457	608	374	266	401	412	238	256	504	397
LOC100288814	0	0	0	0	2	0	0	1	0	0	4	0	0	0	0	0	1	0
WWC3	367	375	224	255	366	351	382	449	340	487	350	265	315	301	240	250	354	272
CLCN4	1293	1225	711	741	1433	1292	554	547	553	779	814	594	1569	1453	154	155	668	515
MID1	732	802	667	699	866	892	863	858	834	1184	760	582	595	579	498	542	648	505
HCCS	272	294	249	295	333	291	458	425	383	479	443	266	331	295	518	602	468	407
ARHGAP6	57	49	51	33	68	63	42	42	22	34	13	15	54	46	36	39	50	43
AMELX	3	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0
MSL3	439	472	360	323	453	439	428	389	360	457	386	300	571	487	262	296	398	319
FRMPD4	127	150	14	17	93	81	33	20	40	61	55	67	234	183	30	27	81	64
PRPS2	295	272	215	231	287	277	298	271	226	373	303	189	283	231	506	505	463	391
TLR7	4	4	7	2	3	5	12	4	5	1	1	3	10	5	10	10	1	1
TLR8-AS1	0	0	0	0	0	0	2	2	1	0	3	1	0	0	10	3	6	10
TLR8	18	2	22	2	8	19	24	4	17	2	9	15	20	9	21	29	11	18
TMSB4X	27167	26247	34125	37362	40700	38412	29771	27902	24038	30495	31445	22934	43481	38270	17688	20499	27937	22503
FAM9C	1	1	0	0	0	0	4	1	6	8	9	10	2	0	68	46	81	64
GS1-600G8.3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ATXN3L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01203	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
EGFL6	86	76	13	11	13	26	46	38	27	51	24	14	33	45	28	28	56	62
MIR6086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCEANC	61	50	52	56	85	51	53	53	55	61	72	34	72	57	27	28	51	38
RAB9A	288	260	149	187	218	199	344	307	227	329	233	211	320	265	312	283	319	281
TRAPPC2	324	349	340	354	513	494	274	270	265	339	354	262	540	478	209	229	401	310
OFD1	294	264	167	171	287	282	317	312	297	376	333	203	262	223	360	351	383	289
GPM6B	4850	4680	2551	2550	3271	3310	3222	2973	3494	4277	3546	2407	6052	5348	1169	1164	3319	2523
GEMIN8	294	305	278	254	293	266	245	224	184	271	219	142	393	317	122	139	232	203
UBE2E4P	13	11	7	14	12	10	9	9	9	4	9	6	27	15	11	7	13	0
GLRA2	330	309	114	135	309	291	151	146	163	188	196	153	751	614	50	24	365	258
FANCB	30	28	20	15	27	25	27	32	45	56	33	20	7	11	50	47	61	44
MOSPD2	264	294	134	132	224	196	300	315	247	333	231	164	317	270	205	261	299	236
ASB9	6	13	4	3	1	0	24	11	27	24	18	5	1	0	7	20	11	20
ASB11	1	1	1	1	0	0	1	3	0	0	0	0	0	0	0	0	0	1
PIGA	159	180	113	127	170	187	242	219	212	311	204	144	215	192	272	218	238	160
FIGF	0	1	2	0	1	2	2	0	2	0	0	1	0	0	0	0	0	0
PIR-FIGF	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	1
PIR	20	21	21	23	18	29	38	32	31	46	36	17	25	23	22	12	41	25
BMX	8	0	0	0	0	0	2	1	0	2	2	0	1	1	2	1	2	0
ACE2	128	143	9	2	3	3	128	118	40	48	9	6	4	3	7	7	4	4
TMEM27	52	38	19	15	24	16	42	46	37	60	45	24	35	43	57	59	79	34
CA5BP1	145	152	79	73	109	102	133	209	130	174	140	97	115	128	77	113	116	120
CA5B	132	145	100	110	124	137	106	94	127	131	88	68	156	150	52	68	97	74
INE2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZRSR2	292	328	299	347	432	446	347	310	249	355	381	234	401	363	248	208	293	257
AP1S2	1085	1044	674	756	832	817	1099	945	1178	1465	829	544	1337	1120	730	677	1136	846
GRPR	14	4	1	1	0	3	6	5	11	12	16	10	0	5	101	96	86	91
MAGEB17	3	0	1	0	0	0	4	1	7	7	20	7	3	0	50	92	88	54
CTPS2	670	647	407	493	607	547	895	879	766	1039	778	567	689	624	837	740	920	792
S100G	1	0	0	3	3	3	4	2	1	2	1	0	1	0	1	0	0	0
SYAP1	800	798	466	527	635	597	1074	1029	882	990	729	588	765	738	888	1003	1169	885
TXLNG	451	411	332	343	502	455	610	584	565	691	640	395	516	451	872	805	901	654
RBBP7	1621	1551	1413	1456	1708	1674	2184	2090	1841	2265	2129	1570	1837	1645	1941	2111	2291	1920
REPS2	155	127	27	42	70	62	93	61	99	149	85	54	129	102	54	41	110	76
NHS	298	290	128	135	217	176	443	459	417	560	371	291	221	147	370	345	336	265
MIR4768	1	1	2	0	9	3	2	2	1	6	4	5	2	8	3	6	1	6
NHS-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCML1	215	223	297	273	439	423	381	338	327	408	404	341	466	363	239	172	211	189
RAI2	224	198	85	54	102	97	68	64	84	86	75	55	166	147	29	30	84	62
BEND2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
SCML2	152	158	194	182	211	249	383	335	299	436	361	244	193	160	411	389	419	279
CDKL5	143	162	105	94	206	189	62	86	132	193	105	91	218	160	82	66	107	63
RS1	8	13	17	21	37	39	13	15	7	12	45	12	30	36	5	5	9	6
PPEF1-AS1	2	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0
PPEF1	49	56	64	59	118	96	28	29	42	47	87	76	130	92	8	9	22	13
PHKA2-AS1	4	9	1	1	8	2	2	4	4	5	3	3	4	2	4	7	8	7
PHKA2	479	471	276	261	377	321	400	430	388	489	331	261	359	294	304	313	381	340
GPR64	111	133	41	27	54	50	38	35	105	112	67	21	86	75	63	69	110	95
PDHA1	1559	1413	1111	1230	1363	1265	1673	1613	1305	1750	1560	1158	1831	1665	1797	1950	2133	1694
MAP3K15	30	14	18	24	31	15	16	21	21	33	27	18	17	12	38	35	30	36
SH3KBP1	1056	1016	537	556	659	734	745	681	726	999	638	529	1308	1204	483	531	706	659
CXorf23	288	291	186	206	338	312	239	212	224	335	270	216	335	317	175	159	253	231
LOC729609	0	0	3	1	1	1	1	0	0	0	1	0	2	0	0	1	0	0
MAP7D2	273	259	104	100	169	170	125	102	173	158	147	99	396	306	77	77	226	147
MIR23C	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
EIF1AX	1781	1732	1486	1600	1936	1880	2613	2457	2394	3048	2617	1859	2402	2115	3404	2983	3514	2623
SCARNA9L	0	1	0	0	3	1	0	0	1	0	4	1	0	0	2	1	0	1
EIF1AX-AS1	0	1	0	0	0	0	0	0	1	5	2	0	5	2	2	2	1	4
RPS6KA3	655	701	306	330	496	505	690	640	589	722	473	333	625	559	406	348	558	400
CNKSR2	415	362	326	349	591	528	276	277	283	327	396	274	686	648	145	136	298	215
KLHL34	7	5	6	5	4	2	4	1	10	2	2	1	2	7	0	5	5	1
SMPX	56	71	260	256	288	278	161	137	3	2	30	20	35	26	5	5	4	1
MBTPS2	465	530	212	212	330	331	471	465	423	546	315	221	444	351	312	299	437	369
YY2	49	36	4	17	18	29	51	46	42	67	39	24	32	32	27	38	46	26
SMS	1940	1918	2582	2888	2902	2853	3136	2882	2617	3305	3005	2245	3306	2787	3461	3414	3392	2831
PHEX	79	86	19	14	14	16	50	44	15	37	21	10	83	88	7	7	17	23
PHEX-AS1	4	1	0	0	1	0	1	1	1	1	1	0	2	3	0	0	1	0
PTCHD1-AS	5	9	1	0	1	0	4	0	1	0	1	0	3	0	3	1	4	0
ZNF645	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDX53	0	0	0	0	0	0	1	1	3	1	0	3	0	0	15	17	16	18
PTCHD1	122	96	35	27	41	47	49	60	65	83	75	38	132	111	22	19	103	91
PRDX4	1094	1052	1113	1159	1029	972	1159	1030	971	1191	1031	796	1120	1039	1308	1436	1486	1291
ACOT9	317	292	208	240	261	283	313	305	251	322	239	198	376	279	532	546	514	413
SAT1	2058	1946	1302	1256	1398	1376	4689	4099	1568	1962	1793	1290	3016	2616	1652	1709	2644	2102
APOO	397	407	231	259	294	279	353	324	322	404	310	248	403	379	305	324	421	355
CXorf58	3	1	1	0	2	3	0	0	0	2	2	2	1	0	0	1	1	0
KLHL15	311	324	297	319	463	479	416	395	430	599	487	345	507	462	400	437	541	326
EIF2S3	2933	2849	2539	2864	3502	3220	4750	4470	3352	4507	4070	2933	3989	3549	4628	4734	4687	3716
ZFX-AS1	2	2	7	0	5	6	7	5	6	4	4	0	6	5	1	3	5	3
ZFX	303	313	180	183	307	317	275	304	258	342	251	165	305	316	207	177	218	159
SUPT20HL2	0	0	0	1	0	0	1	1	0	3	0	1	2	0	1	6	3	4
SUPT20HL1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0
PDK3	320	300	125	120	254	225	447	395	553	688	395	282	223	227	524	522	639	421
PCYT1B	482	546	249	244	467	383	207	232	260	352	285	219	584	474	162	191	340	288
PCYT1B-AS1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1
POLA1	311	286	194	245	304	319	447	434	438	616	428	280	257	205	514	552	468	380
SCARNA23	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARX	238	273	407	456	404	420	239	226	238	308	176	151	198	243	7	10	26	29
MAGEB18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAGEB6	0	0	0	0	0	0	0	6	1	2	5	0	0	0	5	2	2	2
MAGEB5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VENTXP1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SMEK3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
DCAF8L2	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	1
MAGEB10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DCAF8L1	0	1	0	0	0	0	0	0	3	0	0	1	0	1	0	0	0	0
MIR6134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL1RAPL1	16	32	23	20	34	38	11	10	9	24	18	8	42	46	7	12	16	18
MAGEB2	1	2	0	1	0	0	1	0	3	10	9	2	1	0	50	59	63	45
MAGEB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
MAGEB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAGEB1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	3	3	3
NR0B1	8	3	8	2	3	10	1	0	1	2	5	0	0	1	1	2	5	3
CXorf21	11	7	11	2	4	4	4	5	5	4	5	9	10	5	7	15	2	6
GK	385	326	174	149	193	162	279	247	199	246	164	117	241	234	178	188	220	165
TAB3	1074	1218	451	434	775	741	844	775	779	1043	751	503	1162	1132	530	508	880	653
FTHL17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DMD	643	683	340	342	513	559	567	585	527	728	535	355	729	629	763	781	901	714
FAM47A	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1	1
TMEM47	917	860	577	648	736	762	943	871	795	1017	738	512	1110	963	353	349	657	509
FAM47B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAGEB16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CXorf22	38	56	9	11	11	4	25	18	28	49	1	0	15	11	4	4	5	4
LOC101928564	6	2	4	0	3	1	1	1	1	3	0	0	1	1	0	0	0	0
CHDC2	24	14	0	8	3	3	8	7	7	21	3	0	7	12	0	2	5	1
CXorf30	49	50	8	8	8	8	29	24	33	27	1	5	25	18	2	5	8	1
RP11-87M18.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM47C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FTH1P18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PRRG1	149	158	102	112	137	132	245	220	167	245	174	153	278	236	177	149	274	180
LANCL3	11	12	4	4	3	1	1	4	7	6	4	3	12	13	2	4	13	10
XK	72	100	24	27	41	69	97	85	60	86	70	42	117	102	28	25	73	48
CYBB	230	111	154	48	176	206	218	133	168	39	166	172	250	108	159	376	162	173
DYNLT3	321	324	201	194	204	150	234	231	209	258	213	164	420	420	205	198	342	243
HYPM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYTL5	48	36	5	11	2	5	39	34	22	18	5	4	50	46	17	6	62	52
SRPX	87	90	43	47	51	28	48	53	35	35	61	35	44	37	100	94	86	74
RPGR	345	391	155	172	219	189	307	293	355	444	135	122	186	193	165	191	200	174
OTC	27	30	0	0	1	0	5	4	3	6	2	1	1	0	0	0	0	1
TSPAN7	2885	2708	1878	1811	2460	2399	816	846	1182	1559	1310	1048	4654	4281	186	168	1897	1547
MID1IP1-AS1	22	32	47	38	38	49	24	27	33	32	27	22	29	34	20	27	25	17
MID1IP1	1216	1079	1523	1589	1575	1460	1246	1308	1305	1578	1274	866	1119	1059	1363	1722	1774	1503
LINC01281	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LINC01282	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
BCOR	1000	1021	820	781	1142	1196	840	903	1023	1286	859	654	792	862	609	605	823	645
LOC101927476	1	3	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0
ATP6AP2	2052	2126	1117	1288	1748	1876	2005	1703	1829	2255	1730	1295	2699	2225	1485	1488	2245	1740
MPC1L	0	0	0	1	0	0	1	1	0	0	1	0	1	0	2	2	4	0
CXorf38	391	403	327	327	482	389	399	413	311	426	347	285	559	491	268	264	409	332
MED14	936	914	540	572	798	811	850	938	903	1151	832	658	876	813	848	741	1043	770
MED14OS	22	20	20	9	9	8	14	24	9	14	13	6	14	9	12	18	10	11
LOC100132831	0	0	0	0	0	0	4	3	3	0	2	0	0	0	0	0	0	0
USP9X	2635	2651	1540	1555	2437	2477	3688	3964	3595	4894	3370	2727	2668	2454	3548	3503	3974	3319
DDX3X	4411	4273	2468	2625	3481	3411	5454	5314	4767	6197	4111	3098	4728	4206	4102	3842	4696	3724
NYX	2	1	3	0	0	0	9	0	0	2	1	3	0	1	2	1	3	3
CASK	1757	1685	891	1005	1425	1381	1419	1385	1262	1701	1377	897	1988	1769	859	793	1313	1096
GPR34	5	10	7	9	8	12	5	0	4	3	4	5	13	8	3	6	4	3
GPR82	6	3	1	1	5	3	1	1	1	0	7	3	3	1	2	3	1	1
PPP1R2P9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	5	0
LOC101927501	3	1	3	1	8	0	3	5	1	2	2	2	0	0	2	4	2	4
MAOA	512	469	200	216	302	251	250	272	187	241	210	180	687	671	55	43	336	243
MAOB	142	150	35	21	29	20	152	152	124	145	68	34	147	149	50	26	84	57
NDP	161	208	295	319	327	312	131	114	94	99	178	121	526	436	53	28	138	94
EFHC2	370	270	104	74	68	78	128	127	209	286	33	15	127	118	71	90	89	81
FUNDC1	249	227	249	231	269	256	302	295	262	285	261	194	363	341	288	329	355	271
DUSP21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDM6A	449	451	306	368	455	457	429	447	426	547	421	314	528	454	470	372	485	422
CXorf36	0	0	0	0	0	1	0	0	1	2	0	1	0	1	0	0	6	3
LINC01204	2	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0
LOC392452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR221	2	1	6	1	9	6	2	2	4	7	15	5	5	2	9	3	8	8
MIR222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LINC01186	3	2	0	1	0	2	0	0	0	6	0	0	3	2	3	1	3	1
KRBOX4	258	267	181	203	272	248	259	227	205	285	204	163	347	315	168	195	229	220
ZNF674	95	70	84	84	81	96	105	74	72	84	89	47	130	92	66	71	103	77
ZNF674-AS1	64	81	57	73	83	58	78	74	60	68	77	55	82	80	52	55	73	65
CHST7	200	180	149	146	132	124	119	83	103	117	131	105	150	147	100	100	148	123
SLC9A7	565	578	261	314	508	464	318	340	286	400	355	260	598	568	200	207	402	335
RP2	338	346	279	289	334	323	421	425	410	568	375	260	356	307	287	299	369	291
CXorf31	4	3	0	0	0	0	8	10	2	7	4	4	2	0	7	6	2	3
JADE3	286	283	226	205	315	291	412	430	389	528	382	280	329	319	406	415	495	389
RGN	59	92	2	0	0	1	6	7	8	9	1	4	4	8	6	6	17	15
NDUFB11	1420	1410	1699	2004	1780	1714	1414	1330	1219	1582	1306	1094	1897	1906	1143	1367	1515	1190
RBM10	1802	1731	2071	1964	2324	2321	1760	1761	1555	1954	1803	1380	1574	1656	1123	1233	1382	1207
UBA1	7015	6702	5107	5647	7400	7151	7209	6921	6608	7826	6635	5294	7096	6967	4288	4836	5902	4773
INE1	39	23	9	22	29	24	23	26	16	24	21	29	24	20	12	26	10	16
CDK16	2382	2147	2471	2693	3063	3192	2320	2097	1899	2496	2350	1742	2704	2623	1293	1534	2080	1817
USP11	4885	4685	4453	4732	6014	5970	3848	4012	3679	4512	4589	3733	5539	5902	1808	2034	3570	3028
ZNF157	23	25	23	16	40	30	16	11	19	30	26	12	42	32	12	19	17	18
SNORA11C	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ZNF41	180	154	112	120	172	179	158	138	125	160	125	105	191	183	41	48	115	85
ARAF	632	599	540	521	497	514	674	694	533	706	530	410	539	563	475	571	517	490
SYN1	950	871	650	592	1049	1067	287	305	347	469	643	538	1528	1468	63	36	534	482
TIMP1	720	708	349	343	285	280	936	813	359	430	316	237	456	381	295	369	395	341
MIR4769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFP	16	12	26	9	31	23	20	11	17	8	24	32	34	16	21	25	20	26
ELK1	549	544	553	559	865	868	455	489	429	611	590	452	801	773	380	453	570	386
UXT	342	298	561	643	599	573	487	465	358	539	478	357	558	475	374	418	502	372
UXT-AS1	2	2	0	0	1	5	0	3	1	1	0	2	1	2	0	0	1	0
CXXC1P1	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ZNF81	192	222	90	108	166	194	199	171	143	175	151	113	256	221	94	78	153	107
ZNF182	156	167	148	151	211	248	180	185	163	227	235	155	246	234	175	190	254	235
SPACA5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SPACA5B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF630-AS1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ZNF630	33	37	7	11	9	8	19	12	22	24	5	12	34	23	15	8	28	14
SSX6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSX5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
SSX9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
SSX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
SSX4B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSX4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC38A5	38	34	25	18	23	35	34	27	22	23	24	17	35	24	56	60	38	31
FTSJ1	439	406	418	442	519	491	510	466	365	482	437	332	640	580	326	401	410	356
PORCN	314	304	232	265	392	397	237	231	220	260	273	232	404	375	175	178	292	215
EBP	603	546	661	686	934	867	483	512	515	572	722	523	994	975	602	732	707	681
TBC1D25	426	392	301	368	605	579	271	316	263	321	398	320	559	536	152	187	299	259
RBM3	2849	2885	1997	2119	2960	2856	3498	3089	3165	4059	2436	1777	2434	2099	3105	3213	2839	1998
WDR13	1779	1556	1828	1825	2077	2083	1288	1300	1006	1285	1217	988	1917	1876	484	552	842	771
WAS	60	41	30	14	47	50	53	27	43	23	27	39	57	32	30	70	59	30
SUV39H1	135	116	116	143	154	161	182	180	170	205	149	134	106	107	174	181	180	148
GLOD5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GATA1	1	1	0	0	3	1	1	0	0	4	0	2	2	3	2	1	5	4
HDAC6	1495	1532	1194	1276	1695	1662	1326	1270	1127	1346	1198	940	1606	1449	586	703	870	746
ERAS	3	5	2	4	7	9	3	4	1	3	4	4	5	3	3	4	0	0
PCSK1N	5686	5000	4159	4318	4630	4857	1392	1690	1691	2053	1977	1602	4064	4512	248	319	2354	2233
TIMM17B	786	722	1013	961	947	921	1016	1047	833	1051	894	684	1054	953	746	898	1071	975
PQBP1	757	739	988	1049	1089	1082	869	835	704	835	792	560	1141	1120	524	668	700	586
