#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CSTF3	MSI1	9606.ENSP00000315791	9606.ENSP00000257552	0	0	0	0	0.079	0.278	0	0.439	0.594
CSTF3	MSI2	9606.ENSP00000315791	9606.ENSP00000284073	0	0	0	0	0.103	0.278	0	0.439	0.604
CSTF3	ZC3H6	9606.ENSP00000315791	9606.ENSP00000386764	0	0	0	0	0.110	0.680	0	0.370	0.805
CSTF3	ZC3H8	9606.ENSP00000315791	9606.ENSP00000386488	0	0	0	0	0.085	0.680	0	0.391	0.806
CXXC4	SPRY1	9606.ENSP00000378248	9606.ENSP00000481675	0	0	0	0	0	0	0	0.439	0.439
CYB561D2	NPRL2	9606.ENSP00000391209	9606.ENSP00000232501	0	0	0	0	0.062	0	0	0.689	0.696
CYB5R1	GSE1	9606.ENSP00000356218	9606.ENSP00000253458	0	0	0	0	0	0	0	0.512	0.512
CYB5R1	PHYH	9606.ENSP00000356218	9606.ENSP00000263038	0	0	0	0	0.127	0	0	0.372	0.428
DBI	GORASP2	9606.ENSP00000439012	9606.ENSP00000234160	0	0	0	0	0	0	0	0.540	0.540
DBI	TSPO	9606.ENSP00000439012	9606.ENSP00000379563	0	0	0	0	0.064	0.285	0	0.980	0.986
DBI	PLTP	9606.ENSP00000439012	9606.ENSP00000417138	0	0	0	0	0.049	0	0.720	0	0.722
DBI	NMT1	9606.ENSP00000439012	9606.ENSP00000468424	0	0	0	0	0.062	0.124	0	0.436	0.496
DDIT3	GADD45B	9606.ENSP00000448665	9606.ENSP00000215631	0	0	0	0	0.062	0	0	0.440	0.452
DDIT3	GADD45G	9606.ENSP00000448665	9606.ENSP00000252506	0	0	0	0	0	0	0	0.502	0.502
DDIT3	FOS	9606.ENSP00000448665	9606.ENSP00000306245	0	0	0	0	0	0.875	0	0.472	0.931
DDIT3	DDIT4	9606.ENSP00000448665	9606.ENSP00000307305	0	0	0	0	0	0	0	0.468	0.468
DDIT3	RPS3A	9606.ENSP00000448665	9606.ENSP00000346050	0	0	0	0	0	0.270	0	0.628	0.717
DDIT3	MLLT4	9606.ENSP00000448665	9606.ENSP00000375960	0	0	0	0	0	0.076	0	0.477	0.496
DDIT3	TXNIP	9606.ENSP00000448665	9606.ENSP00000462521	0	0	0	0	0	0	0	0.436	0.436
DDIT4	RPL32	9606.ENSP00000307305	9606.ENSP00000416429	0	0	0	0	0	0	0	0.460	0.460
DDIT4	RPS6	9606.ENSP00000307305	9606.ENSP00000369757	0	0	0	0	0	0	0	0.518	0.518
DDIT4	TXNIP	9606.ENSP00000307305	9606.ENSP00000462521	0	0	0	0	0.062	0.270	0	0.986	0.990
DDR1	MRPL11	9606.ENSP00000427552	9606.ENSP00000308897	0	0	0	0	0	0	0	0.406	0.406
DDX18	RPL19	9606.ENSP00000263239	9606.ENSP00000225430	0	0	0	0	0.136	0.389	0	0.108	0.488
DDX18	RPS6	9606.ENSP00000263239	9606.ENSP00000369757	0	0	0	0	0.156	0.299	0	0.076	0.406
DDX18	RPS7	9606.ENSP00000263239	9606.ENSP00000339095	0	0	0	0	0.182	0.290	0	0.065	0.410
DDX18	UPF2	9606.ENSP00000263239	9606.ENSP00000348708	0	0	0	0	0.046	0.068	0	0.409	0.428
DDX18	RPL14	9606.ENSP00000263239	9606.ENSP00000379506	0	0	0	0	0.109	0.389	0	0.078	0.454
DDX18	RPL26	9606.ENSP00000263239	9606.ENSP00000463784	0	0	0	0	0.110	0.353	0	0.143	0.463
DDX18	RPS15A	9606.ENSP00000263239	9606.ENSP00000318646	0	0	0	0	0.167	0.285	0	0.211	0.489
DDX18	RPL32	9606.ENSP00000263239	9606.ENSP00000416429	0	0	0	0	0.073	0.559	0	0.077	0.589
DDX18	RPL30	9606.ENSP00000263239	9606.ENSP00000428085	0	0	0	0	0.093	0.559	0	0.075	0.597
DDX18	RPL4	9606.ENSP00000263239	9606.ENSP00000311430	0	0	0	0	0.114	0.558	0	0.099	0.616
DDX18	RPL7A	9606.ENSP00000263239	9606.ENSP00000361076	0	0	0	0	0.127	0.663	0	0.078	0.705
DDX18	SURF6	9606.ENSP00000263239	9606.ENSP00000361092	0	0	0	0	0.531	0.349	0	0.135	0.712
DDX18	RPL7	9606.ENSP00000263239	9606.ENSP00000339795	0	0	0	0	0.328	0.668	0	0.135	0.790
DDX18	NSUN6	9606.ENSP00000263239	9606.ENSP00000366519	0	0	0	0	0.501	0.530	0	0.254	0.809
DDX18	NOC4L	9606.ENSP00000263239	9606.ENSP00000328854	0	0	0	0	0.879	0.133	0	0.069	0.894
DDX18	DDX24	9606.ENSP00000263239	9606.ENSP00000481495	0	0	0.390	0.620	0.855	0.949	0	0.702	0.995
DDX24	RPL4	9606.ENSP00000481495	9606.ENSP00000311430	0	0	0	0	0.103	0.361	0	0.157	0.475
DDX24	NOC4L	9606.ENSP00000481495	9606.ENSP00000328854	0	0	0	0	0.860	0.133	0	0.069	0.877
DDX24	RPL7	9606.ENSP00000481495	9606.ENSP00000339795	0	0	0	0	0.223	0.428	0	0.111	0.570
DDX24	RPL7A	9606.ENSP00000481495	9606.ENSP00000361076	0	0	0	0	0.110	0.349	0	0.139	0.457
DDX24	SURF6	9606.ENSP00000481495	9606.ENSP00000361092	0	0	0	0	0.851	0.198	0	0.069	0.879
DDX24	NSUN6	9606.ENSP00000481495	9606.ENSP00000366519	0	0	0	0	0.652	0.319	0	0.293	0.817
DDX24	RPL14	9606.ENSP00000481495	9606.ENSP00000379506	0	0	0	0	0.086	0.306	0	0.536	0.680
DDX24	ZCCHC17	9606.ENSP00000481495	9606.ENSP00000480986	0	0	0	0	0.295	0.161	0	0.190	0.479
DEDD2	KRT18	9606.ENSP00000470082	9606.ENSP00000373487	0	0	0	0	0	0	0	0.649	0.649
DLK1	MEST	9606.ENSP00000340292	9606.ENSP00000223215	0	0	0	0	0.075	0	0	0.692	0.703
DLK1	SOX2	9606.ENSP00000340292	9606.ENSP00000323588	0	0	0	0	0.078	0.062	0	0.429	0.463
DPAGT1	MOGS	9606.ENSP00000386597	9606.ENSP00000233616	0	0	0	0	0.087	0	0	0.679	0.695
DPAGT1	UGDH	9606.ENSP00000386597	9606.ENSP00000319501	0.295	0	0	0	0.102	0	0	0.190	0.442
DPAGT1	PHLDB1	9606.ENSP00000386597	9606.ENSP00000354498	0	0	0	0	0	0	0	0.502	0.502
DPAGT1	DPM3	9606.ENSP00000386597	9606.ENSP00000357384	0	0	0	0	0	0	0.900	0.554	0.953
DPAGT1	DPM1	9606.ENSP00000386597	9606.ENSP00000360644	0.184	0	0	0	0.107	0	0.900	0.847	0.987
DPM1	EMC2	9606.ENSP00000360644	9606.ENSP00000220853	0	0	0	0	0.133	0	0	0.491	0.540
DPM1	MOGS	9606.ENSP00000360644	9606.ENSP00000233616	0	0	0	0	0.062	0.076	0	0.459	0.490
DPM1	STX5	9606.ENSP00000360644	9606.ENSP00000294179	0	0	0	0	0.063	0.056	0	0.380	0.404
DPM1	UGDH	9606.ENSP00000360644	9606.ENSP00000319501	0.185	0	0	0	0.143	0.076	0	0.305	0.491
DPM1	PNRC1	9606.ENSP00000360644	9606.ENSP00000336931	0	0	0	0	0	0	0	0.624	0.624
DPM1	DPM3	9606.ENSP00000360644	9606.ENSP00000357384	0	0	0	0	0.063	0.675	0.900	0.983	0.999
DPM3	TOX3	9606.ENSP00000357384	9606.ENSP00000219746	0	0	0	0	0	0	0	0.494	0.494
EBF1	ID2	9606.ENSP00000322898	9606.ENSP00000234091	0	0	0	0	0	0	0	0.465	0.465
ECEL1	RPS12	9606.ENSP00000302051	9606.ENSP00000230050	0	0	0	0	0	0	0	0.500	0.499
ECEL1	SOX2	9606.ENSP00000302051	9606.ENSP00000323588	0	0	0	0	0.069	0	0	0.397	0.414
EEF1A1	PSMC4	9606.ENSP00000339063	9606.ENSP00000157812	0	0.003	0.339	0	0.319	0.105	0	0.181	0.626
EEF1A1	EIF3E	9606.ENSP00000339063	9606.ENSP00000220849	0	0	0	0	0.563	0	0	0.282	0.673
EEF1A1	RPL19	9606.ENSP00000339063	9606.ENSP00000225430	0	0	0.294	0	0.760	0.835	0	0.248	0.976
EEF1A1	RPS12	9606.ENSP00000339063	9606.ENSP00000230050	0	0	0	0	0.837	0.822	0	0.501	0.984
EEF1A1	GORASP2	9606.ENSP00000339063	9606.ENSP00000234160	0	0	0	0	0	0.494	0	0.071	0.509
EEF1A1	HSPB1	9606.ENSP00000339063	9606.ENSP00000248553	0	0	0	0	0.063	0.272	0	0.246	0.441
EEF1A1	PAPSS1	9606.ENSP00000339063	9606.ENSP00000265174	0	0.777	0	0	0	0	0	0	0.777
EEF1A1	RPS27A	9606.ENSP00000339063	9606.ENSP00000272317	0	0	0	0	0.740	0.843	0	0.430	0.975
EEF1A1	RPS3	9606.ENSP00000339063	9606.ENSP00000278572	0	0	0.212	0	0.954	0.326	0	0.447	0.984
EEF1A1	RPS23	9606.ENSP00000339063	9606.ENSP00000296674	0.093	0	0.272	0	0.668	0.941	0	0.599	0.993
EEF1A1	RPS9	9606.ENSP00000339063	9606.ENSP00000302896	0	0	0	0	0.782	0.825	0	0.482	0.978
EEF1A1	RPL4	9606.ENSP00000339063	9606.ENSP00000311430	0	0	0	0	0.973	0.903	0	0.606	0.998
EEF1A1	TCP1	9606.ENSP00000339063	9606.ENSP00000317334	0	0	0.212	0	0.554	0.058	0	0.260	0.722
EEF1A1	RPS15A	9606.ENSP00000339063	9606.ENSP00000318646	0	0	0.315	0	0.583	0.892	0	0.213	0.972
EEF1A1	XPOT	9606.ENSP00000339063	9606.ENSP00000327821	0	0	0	0	0.152	0.215	0	0.483	0.626
EEF1A1	PFDN6	9606.ENSP00000339063	9606.ENSP00000378563	0	0	0	0	0.388	0.057	0	0.067	0.415
EEF1A1	RBM3	9606.ENSP00000339063	9606.ENSP00000365950	0	0	0	0	0.107	0.343	0	0.094	0.423
EEF1A1	MIEF2	9606.ENSP00000339063	9606.ENSP00000379057	0	0	0	0	0	0	0	0.431	0.431
EEF1A1	UPF2	9606.ENSP00000339063	9606.ENSP00000348708	0	0	0	0	0.188	0.149	0	0.260	0.444
EEF1A1	MT-CYB	9606.ENSP00000339063	9606.ENSP00000354554	0	0	0	0	0.062	0	0	0.451	0.463
EEF1A1	SRP54	9606.ENSP00000339063	9606.ENSP00000451818	0	0	0.282	0	0.202	0	0	0.141	0.465
EEF1A1	PTBP1	9606.ENSP00000339063	9606.ENSP00000349428	0	0	0	0	0.275	0	0	0.299	0.470
EEF1A1	EPRS	9606.ENSP00000339063	9606.ENSP00000355890	0	0	0	0	0.242	0.167	0	0.295	0.517
EEF1A1	RPLP1	9606.ENSP00000339063	9606.ENSP00000346037	0	0	0	0	0.425	0.311	0	0.195	0.653
EEF1A1	MT-CO1	9606.ENSP00000339063	9606.ENSP00000354499	0	0	0	0	0.083	0	0	0.687	0.701
EEF1A1	HNRNPA1	9606.ENSP00000339063	9606.ENSP00000341826	0	0	0	0	0.465	0.372	0	0.261	0.730
EEF1A1	RPL36A	9606.ENSP00000339063	9606.ENSP00000404375	0	0	0	0	0.252	0.826	0	0.180	0.884
EEF1A1	RPL14	9606.ENSP00000339063	9606.ENSP00000379506	0	0	0	0	0.790	0.348	0	0.233	0.886
EEF1A1	RPS29	9606.ENSP00000339063	9606.ENSP00000379339	0	0	0	0	0.419	0.827	0	0.163	0.908
EEF1A1	RPS10	9606.ENSP00000339063	9606.ENSP00000481646	0	0	0	0	0.671	0.829	0	0.235	0.953
EEF1A1	RPL28	9606.ENSP00000339063	9606.ENSP00000452909	0	0	0	0	0.713	0.800	0	0.321	0.957
EEF1A1	RPS7	9606.ENSP00000339063	9606.ENSP00000339095	0	0	0	0	0.738	0.853	0	0.208	0.967
EEF1A1	RPL10A	9606.ENSP00000339063	9606.ENSP00000363018	0	0	0	0	0.605	0.901	0	0.260	0.968
EEF1A1	RPL26	9606.ENSP00000339063	9606.ENSP00000463784	0	0	0.353	0	0.683	0.829	0	0.221	0.969
EEF1A1	RPL32	9606.ENSP00000339063	9606.ENSP00000416429	0	0	0	0	0.650	0.856	0	0.510	0.973
EEF1A1	RPL10	9606.ENSP00000339063	9606.ENSP00000413436	0	0	0	0	0.792	0.826	0	0.473	0.979
EEF1A1	RPL30	9606.ENSP00000339063	9606.ENSP00000428085	0.148	0	0	0	0.776	0.908	0	0.261	0.985
EEF1A1	RPS6	9606.ENSP00000339063	9606.ENSP00000369757	0	0	0	0	0.853	0.896	0	0.451	0.990
EEF1A1	RPL7A	9606.ENSP00000339063	9606.ENSP00000361076	0	0	0	0	0.876	0.935	0	0.341	0.994
EEF1A1	RPL7	9606.ENSP00000339063	9606.ENSP00000339795	0	0	0	0	0.841	0.895	0	0.742	0.995
EEF1A1	RPS8	9606.ENSP00000339063	9606.ENSP00000379888	0	0	0	0	0.895	0.936	0	0.351	0.995
EEF1A1	RPS4X	9606.ENSP00000339063	9606.ENSP00000362744	0	0	0.264	0	0.905	0.906	0	0.334	0.995
EEF1A1	RPL12	9606.ENSP00000339063	9606.ENSP00000354739	0	0	0	0	0.789	0.899	0	0.832	0.996
EEF1A1	EEF1D	9606.ENSP00000339063	9606.ENSP00000410059	0	0	0	0	0.199	0.838	0.900	0.861	0.997
EEF1A1	RPSA	9606.ENSP00000339063	9606.ENSP00000346067	0	0	0.255	0	0.938	0.903	0	0.457	0.997
EEF1A1	RPS3A	9606.ENSP00000339063	9606.ENSP00000346050	0	0	0	0	0.931	0.939	0	0.526	0.997
EEF1A1	EEF1B2	9606.ENSP00000339063	9606.ENSP00000376056	0	0	0	0	0.733	0.959	0.900	0.992	0.999
EEF1B2	EIF3E	9606.ENSP00000376056	9606.ENSP00000220849	0	0	0	0	0.676	0	0	0.557	0.850
EEF1B2	PLOD3	9606.ENSP00000376056	9606.ENSP00000223127	0	0	0	0	0.044	0.618	0	0	0.619
EEF1B2	RPL19	9606.ENSP00000376056	9606.ENSP00000225430	0	0	0	0	0.924	0.885	0	0.157	0.992
EEF1B2	RPS12	9606.ENSP00000376056	9606.ENSP00000230050	0	0	0	0	0.920	0.789	0	0.327	0.987
EEF1B2	RPS27A	9606.ENSP00000376056	9606.ENSP00000272317	0	0	0	0	0.933	0.900	0	0.107	0.993
EEF1B2	RPS3	9606.ENSP00000376056	9606.ENSP00000278572	0.153	0	0	0	0.972	0.885	0	0.227	0.997
EEF1B2	RPS23	9606.ENSP00000376056	9606.ENSP00000296674	0	0	0	0	0.896	0.892	0	0.115	0.989
EEF1B2	MRPL16	9606.ENSP00000376056	9606.ENSP00000300151	0	0	0	0	0.204	0.256	0	0.119	0.433
EEF1B2	RPS9	9606.ENSP00000376056	9606.ENSP00000302896	0	0	0	0	0.925	0.892	0	0.327	0.994
EEF1B2	MRPL11	9606.ENSP00000376056	9606.ENSP00000308897	0	0	0	0	0.340	0.332	0	0.044	0.541
EEF1B2	RPL4	9606.ENSP00000376056	9606.ENSP00000311430	0	0	0	0	0.978	0.893	0	0.241	0.998
EEF1B2	TCP1	9606.ENSP00000376056	9606.ENSP00000317334	0	0	0	0	0.563	0	0	0.062	0.573
EEF1B2	RPS15A	9606.ENSP00000376056	9606.ENSP00000318646	0	0	0	0	0.944	0.365	0	0.094	0.965
EEF1B2	RPS7	9606.ENSP00000376056	9606.ENSP00000339095	0	0	0	0	0.959	0.900	0	0.187	0.996
EEF1B2	RPL7	9606.ENSP00000376056	9606.ENSP00000339795	0	0	0	0	0.903	0.894	0	0.217	0.991
EEF1B2	HNRNPA1	9606.ENSP00000376056	9606.ENSP00000341826	0	0	0	0	0.495	0	0	0.158	0.556
EEF1B2	RPLP1	9606.ENSP00000376056	9606.ENSP00000346037	0.045	0	0	0	0.886	0.932	0	0.246	0.993
EEF1B2	RPS3A	9606.ENSP00000376056	9606.ENSP00000346050	0	0	0	0	0.956	0.887	0	0.087	0.995
EEF1B2	RPSA	9606.ENSP00000376056	9606.ENSP00000346067	0	0	0	0	0.921	0.769	0	0.426	0.988
EEF1B2	RPL22L1	9606.ENSP00000376056	9606.ENSP00000346080	0	0	0	0	0.465	0.458	0	0.072	0.707
EEF1B2	PTBP1	9606.ENSP00000376056	9606.ENSP00000349428	0	0	0	0	0.389	0	0	0.087	0.418
EEF1B2	RPL12	9606.ENSP00000376056	9606.ENSP00000354739	0	0	0	0	0.963	0.871	0	0.341	0.996
EEF1B2	EPRS	9606.ENSP00000376056	9606.ENSP00000355890	0	0	0	0	0.145	0.179	0	0.557	0.662
EEF1B2	RPL7A	9606.ENSP00000376056	9606.ENSP00000361076	0	0	0	0	0.939	0.880	0	0.209	0.993
EEF1B2	RPS4X	9606.ENSP00000376056	9606.ENSP00000362744	0	0	0	0	0.951	0.788	0	0.290	0.992
EEF1B2	RPL10A	9606.ENSP00000376056	9606.ENSP00000363018	0.042	0	0	0	0.974	0.056	0	0.285	0.981
EEF1B2	RPS6	9606.ENSP00000376056	9606.ENSP00000369757	0	0	0	0	0.946	0	0	0.209	0.955
EEF1B2	PFDN6	9606.ENSP00000376056	9606.ENSP00000378563	0	0	0	0	0.580	0.111	0	0.062	0.619
EEF1B2	RPL28	9606.ENSP00000376056	9606.ENSP00000452909	0	0	0	0	0.796	0	0	0.070	0.802
EEF1B2	RPL36A	9606.ENSP00000376056	9606.ENSP00000404375	0	0	0	0	0.565	0.581	0	0.172	0.836
EEF1B2	RPL10	9606.ENSP00000376056	9606.ENSP00000413436	0	0	0	0	0.735	0.760	0	0.283	0.950
EEF1B2	RPS29	9606.ENSP00000376056	9606.ENSP00000379339	0	0	0	0	0.843	0.758	0	0.074	0.961
EEF1B2	RPL26	9606.ENSP00000376056	9606.ENSP00000463784	0	0	0	0	0.962	0.348	0	0.094	0.975
EEF1B2	RPL30	9606.ENSP00000376056	9606.ENSP00000428085	0	0	0	0	0.960	0.350	0	0.190	0.977
EEF1B2	RPS10	9606.ENSP00000376056	9606.ENSP00000481646	0	0	0	0	0.914	0.667	0	0.395	0.981
EEF1B2	RPS8	9606.ENSP00000376056	9606.ENSP00000379888	0	0	0	0	0.957	0.614	0	0.224	0.986
EEF1B2	RPL32	9606.ENSP00000376056	9606.ENSP00000416429	0	0	0	0	0.862	0.896	0	0.203	0.987
EEF1B2	RPL14	9606.ENSP00000376056	9606.ENSP00000379506	0	0	0	0	0.924	0.898	0	0.131	0.992
EEF1B2	EEF1D	9606.ENSP00000376056	9606.ENSP00000410059	0	0	0	0.940	0.593	0.968	0.800	0.956	0.997
EEF1D	PSMC4	9606.ENSP00000410059	9606.ENSP00000157812	0	0	0	0	0.510	0	0	0.063	0.522
EEF1D	EIF3E	9606.ENSP00000410059	9606.ENSP00000220849	0	0	0	0	0.321	0	0	0.434	0.600
EEF1D	RPL19	9606.ENSP00000410059	9606.ENSP00000225430	0	0	0	0	0.808	0.760	0	0.090	0.954
EEF1D	RPS12	9606.ENSP00000410059	9606.ENSP00000230050	0	0	0	0	0.797	0.369	0	0.068	0.870
EEF1D	HSPB1	9606.ENSP00000410059	9606.ENSP00000248553	0	0	0	0	0.081	0.272	0	0.243	0.449
EEF1D	RPS27A	9606.ENSP00000410059	9606.ENSP00000272317	0	0	0	0	0.337	0.620	0	0.059	0.742
EEF1D	RPS3	9606.ENSP00000410059	9606.ENSP00000278572	0.153	0	0	0	0.816	0.758	0	0.169	0.964
EEF1D	RPS23	9606.ENSP00000410059	9606.ENSP00000296674	0	0	0	0	0.796	0.615	0	0.142	0.926
EEF1D	MRPL16	9606.ENSP00000410059	9606.ENSP00000300151	0	0	0	0	0.200	0.256	0	0.107	0.422
EEF1D	RPS9	9606.ENSP00000410059	9606.ENSP00000302896	0	0	0	0	0.717	0.615	0	0.266	0.913
EEF1D	FOS	9606.ENSP00000410059	9606.ENSP00000306245	0	0	0	0	0	0.500	0	0.090	0.526
EEF1D	MRPL11	9606.ENSP00000410059	9606.ENSP00000308897	0	0	0	0	0.294	0.332	0	0.044	0.510
EEF1D	RPL4	9606.ENSP00000410059	9606.ENSP00000311430	0	0	0	0	0.744	0.789	0	0.232	0.955
EEF1D	RPS15A	9606.ENSP00000410059	9606.ENSP00000318646	0	0	0	0	0.766	0.199	0	0.043	0.805
EEF1D	RPS7	9606.ENSP00000410059	9606.ENSP00000339095	0	0	0	0	0.835	0.760	0	0.188	0.965
EEF1D	RPL7	9606.ENSP00000410059	9606.ENSP00000339795	0	0	0	0	0.618	0.789	0	0.115	0.922
EEF1D	RPLP1	9606.ENSP00000410059	9606.ENSP00000346037	0.045	0	0	0	0.838	0.656	0	0.119	0.947
EEF1D	RPS3A	9606.ENSP00000410059	9606.ENSP00000346050	0	0	0	0	0.773	0.611	0	0.082	0.911
EEF1D	RPSA	9606.ENSP00000410059	9606.ENSP00000346067	0	0	0	0	0.574	0.524	0	0.363	0.859
EEF1D	RPL22L1	9606.ENSP00000410059	9606.ENSP00000346080	0	0	0	0	0.443	0.458	0	0.083	0.699
EEF1D	RPL12	9606.ENSP00000410059	9606.ENSP00000354739	0	0	0	0	0.660	0.602	0	0.284	0.894
EEF1D	EPRS	9606.ENSP00000410059	9606.ENSP00000355890	0	0	0	0	0.108	0.202	0	0.494	0.608
EEF1D	LMNA	9606.ENSP00000410059	9606.ENSP00000357283	0	0	0	0	0.062	0.261	0	0.221	0.413
EEF1D	RPL7A	9606.ENSP00000410059	9606.ENSP00000361076	0	0	0	0	0.656	0.398	0	0.067	0.790
EEF1D	RPS4X	9606.ENSP00000410059	9606.ENSP00000362744	0	0	0	0	0.813	0.758	0	0.096	0.955
EEF1D	RPL10A	9606.ENSP00000410059	9606.ENSP00000363018	0.042	0	0	0	0.889	0.056	0	0.195	0.908
EEF1D	RPS6	9606.ENSP00000410059	9606.ENSP00000369757	0	0	0	0	0.872	0	0	0.043	0.872
EEF1D	RPS29	9606.ENSP00000410059	9606.ENSP00000379339	0	0	0	0	0.804	0.789	0	0.081	0.958
EEF1D	RPL14	9606.ENSP00000410059	9606.ENSP00000379506	0	0	0	0	0.609	0.619	0	0.289	0.885
EEF1D	RPS8	9606.ENSP00000410059	9606.ENSP00000379888	0	0	0	0	0.773	0.761	0	0.146	0.949
EEF1D	RPL36A	9606.ENSP00000410059	9606.ENSP00000404375	0	0	0	0	0.305	0.339	0	0	0.521
EEF1D	RPL30	9606.ENSP00000410059	9606.ENSP00000428085	0	0	0	0	0.590	0.214	0	0.110	0.688
EEF1D	RPL32	9606.ENSP00000410059	9606.ENSP00000416429	0	0	0	0	0.474	0.617	0	0.042	0.790
EEF1D	RPL26	9606.ENSP00000410059	9606.ENSP00000463784	0	0	0	0	0.748	0.185	0	0.218	0.825
EEF1D	RPL28	9606.ENSP00000410059	9606.ENSP00000452909	0	0	0	0	0.624	0	0	0.640	0.859
EEF1D	RPS10	9606.ENSP00000410059	9606.ENSP00000481646	0	0	0	0	0.818	0.339	0	0.275	0.905
EEF1D	RPL10	9606.ENSP00000410059	9606.ENSP00000413436	0	0	0	0	0.756	0.731	0	0.178	0.941
EFNB2	SLIT2	9606.ENSP00000245323	9606.ENSP00000422591	0	0	0	0	0.117	0.056	0	0.359	0.419
EFNB2	NRP2	9606.ENSP00000245323	9606.ENSP00000353582	0	0	0	0	0.069	0	0	0.555	0.568
EFNB2	PPAT	9606.ENSP00000245323	9606.ENSP00000264220	0	0	0	0	0	0	0	0.644	0.644
EFNB2	RGS3	9606.ENSP00000245323	9606.ENSP00000363255	0	0	0	0	0	0.452	0.800	0.397	0.928
EIF3E	PSMC4	9606.ENSP00000220849	9606.ENSP00000157812	0	0	0	0	0.468	0.057	0	0.096	0.507
EIF3E	HNRNPA1	9606.ENSP00000220849	9606.ENSP00000341826	0	0	0	0	0.235	0.178	0	0.191	0.447
EIF3E	ZNF598	9606.ENSP00000220849	9606.ENSP00000411409	0	0	0	0	0.072	0.270	0	0.257	0.453
EIF3E	RPL32	9606.ENSP00000220849	9606.ENSP00000416429	0	0	0	0	0.419	0	0	0.118	0.466
EIF3E	EMC2	9606.ENSP00000220849	9606.ENSP00000220853	0	0	0	0	0.277	0	0	0.370	0.525
EIF3E	TCP1	9606.ENSP00000220849	9606.ENSP00000317334	0	0	0	0	0.523	0	0	0.111	0.558
EIF3E	RPL19	9606.ENSP00000220849	9606.ENSP00000225430	0	0	0	0	0.526	0	0	0.142	0.576
EIF3E	UPF2	9606.ENSP00000220849	9606.ENSP00000348708	0	0	0	0	0.113	0	0	0.544	0.578
EIF3E	RPL10	9606.ENSP00000220849	9606.ENSP00000413436	0	0	0	0	0.518	0.128	0	0.142	0.608
EIF3E	RPL28	9606.ENSP00000220849	9606.ENSP00000452909	0	0	0	0	0.627	0	0	0.090	0.646
EIF3E	RPL26	9606.ENSP00000220849	9606.ENSP00000463784	0	0	0	0	0.612	0	0	0.235	0.691
EIF3E	RPL14	9606.ENSP00000220849	9606.ENSP00000379506	0	0	0	0	0.613	0	0	0.261	0.702
EIF3E	RPL12	9606.ENSP00000220849	9606.ENSP00000354739	0	0	0	0	0.735	0	0	0.075	0.744
EIF3E	EPRS	9606.ENSP00000220849	9606.ENSP00000355890	0	0	0	0	0.699	0	0	0.263	0.769
EIF3E	RPL7A	9606.ENSP00000220849	9606.ENSP00000361076	0	0	0	0	0.735	0.123	0	0.208	0.800
EIF3E	RSPH9	9606.ENSP00000220849	9606.ENSP00000361238	0	0	0	0	0	0.822	0	0.063	0.826
EIF3E	RPL10A	9606.ENSP00000220849	9606.ENSP00000363018	0	0	0	0	0.793	0	0	0.219	0.831
EIF3E	RPL30	9606.ENSP00000220849	9606.ENSP00000428085	0	0	0	0	0.739	0	0	0.495	0.863
EIF3E	RPL7	9606.ENSP00000220849	9606.ENSP00000339795	0	0	0	0	0.805	0	0	0.378	0.873
EIF3E	RPL4	9606.ENSP00000220849	9606.ENSP00000311430	0	0	0	0	0.949	0.119	0	0.118	0.957
EIF3E	RPS27A	9606.ENSP00000220849	9606.ENSP00000272317	0	0	0	0	0.491	0.822	0.600	0.060	0.961
EIF3E	RPS29	9606.ENSP00000220849	9606.ENSP00000379339	0	0	0	0	0.513	0.823	0.600	0.165	0.967
EIF3E	RPS15A	9606.ENSP00000220849	9606.ENSP00000318646	0	0	0	0	0.635	0.823	0.600	0.101	0.973
EIF3E	RPS7	9606.ENSP00000220849	9606.ENSP00000339095	0	0	0	0	0.677	0.822	0.600	0	0.975
EIF3E	RPS23	9606.ENSP00000220849	9606.ENSP00000296674	0	0	0	0	0.584	0.838	0.600	0.219	0.976
EIF3E	RPS12	9606.ENSP00000220849	9606.ENSP00000230050	0	0	0	0	0.593	0.859	0.600	0.216	0.979
EIF3E	RPS10	9606.ENSP00000220849	9606.ENSP00000481646	0	0	0	0	0.740	0.856	0.600	0.123	0.985
EIF3E	RPS9	9606.ENSP00000220849	9606.ENSP00000302896	0	0	0	0	0.738	0.842	0.600	0.265	0.986
EIF3E	RPS4X	9606.ENSP00000220849	9606.ENSP00000362744	0	0	0	0	0.827	0.822	0.600	0.227	0.989
EIF3E	RPSA	9606.ENSP00000220849	9606.ENSP00000346067	0	0	0	0	0.810	0.828	0.600	0.344	0.990
EIF3E	RPS8	9606.ENSP00000220849	9606.ENSP00000379888	0	0	0	0	0.833	0.838	0.600	0.278	0.991
EIF3E	RPS6	9606.ENSP00000220849	9606.ENSP00000369757	0	0	0	0	0.907	0.820	0.600	0.246	0.994
EIF3E	RPS3	9606.ENSP00000220849	9606.ENSP00000278572	0	0	0	0	0.945	0.700	0.600	0.315	0.994
EIF3E	RPS3A	9606.ENSP00000220849	9606.ENSP00000346050	0	0	0	0	0.943	0.856	0.600	0.306	0.997
